Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2020-01-05,1790.199951171875,1802.550048828125,1747.050048828125,1751.4000244140625,1702.8572998046875,2127179,ASIANPAINT.NS
2020-01-12,1737.949951171875,1797.300048828125,1694.0,1792.550048828125,1742.8663330078125,6949856,ASIANPAINT.NS
2020-01-19,1799.0,1848.0,1794.3499755859375,1830.050048828125,1779.3272705078125,4746148,ASIANPAINT.NS
2020-01-26,1838.0,1862.25,1757.0999755859375,1786.800048828125,1737.27587890625,9689191,ASIANPAINT.NS
2020-02-02,1787.0,1824.0,1773.0,1795.6500244140625,1745.880615234375,4891739,ASIANPAINT.NS
2020-02-09,1768.800048828125,1896.75,1765.0,1858.699951171875,1807.1832275390625,7656841,ASIANPAINT.NS
2020-02-16,1867.0,1916.699951171875,1837.199951171875,1877.050048828125,1825.0245361328125,4867900,ASIANPAINT.NS
2020-02-23,1879.9000244140625,1893.5,1839.050048828125,1842.25,1791.1890869140625,3485230,ASIANPAINT.NS
2020-03-01,1845.25,1853.0,1783.1500244140625,1797.949951171875,1748.1168212890625,8725100,ASIANPAINT.NS
2020-03-08,1815.0999755859375,1884.4000244140625,1767.0,1877.449951171875,1832.7470703125,9118326,ASIANPAINT.NS
2020-03-15,1888.0,1915.9000244140625,1669.8499755859375,1797.699951171875,1754.89599609375,16747576,ASIANPAINT.NS
2020-03-22,1777.0,1779.800048828125,1431.199951171875,1742.949951171875,1701.44970703125,17222235,ASIANPAINT.NS
2020-03-29,1578.5999755859375,1665.25,1446.0,1604.1500244140625,1565.9544677734375,12986904,ASIANPAINT.NS
2020-04-05,1591.1500244140625,1690.0,1517.25,1520.9000244140625,1484.68701171875,9118487,ASIANPAINT.NS
2020-04-12,1540.0,1687.800048828125,1538.0,1651.3499755859375,1612.030517578125,6605338,ASIANPAINT.NS
2020-04-19,1646.0,1783.699951171875,1602.8499755859375,1756.25,1714.4329833984375,8314411,ASIANPAINT.NS
2020-04-26,1758.25,1845.4000244140625,1700.0,1827.550048828125,1784.0355224609375,12072110,ASIANPAINT.NS
2020-05-03,1840.0,1864.0,1741.0,1758.699951171875,1716.824462890625,9563252,ASIANPAINT.NS
2020-05-10,1718.0,1751.0,1545.199951171875,1578.4000244140625,1540.8177490234375,23648847,ASIANPAINT.NS
2020-05-17,1583.0,1599.0,1510.0,1552.949951171875,1515.9736328125,16664990,ASIANPAINT.NS
2020-05-24,1558.0,1625.0,1482.949951171875,1617.9000244140625,1579.3770751953125,17142923,ASIANPAINT.NS
2020-05-31,1625.0,1699.0,1595.949951171875,1683.0999755859375,1643.024658203125,12484585,ASIANPAINT.NS
2020-06-07,1706.5,1744.0,1621.0,1638.550048828125,1599.5357666015625,15331760,ASIANPAINT.NS
2020-06-14,1657.0,1695.0,1577.5,1637.3499755859375,1598.3641357421875,12067691,ASIANPAINT.NS
2020-06-21,1629.0,1650.6500244140625,1587.300048828125,1622.5,1583.8677978515625,9123260,ASIANPAINT.NS
2020-06-28,1633.0,1813.75,1624.0,1686.75,1646.587890625,22100296,ASIANPAINT.NS
2020-07-05,1687.0,1720.0,1660.0999755859375,1695.6500244140625,1655.2760009765625,10402849,ASIANPAINT.NS
2020-07-12,1708.949951171875,1761.800048828125,1680.050048828125,1703.5,1662.9390869140625,10006571,ASIANPAINT.NS
2020-07-19,1708.0,1742.5,1645.0999755859375,1717.9000244140625,1676.99609375,7999769,ASIANPAINT.NS
2020-07-26,1727.0,1771.75,1682.0,1712.050048828125,1672.7652587890625,11584251,ASIANPAINT.NS
2020-08-02,1717.199951171875,1792.6500244140625,1710.4000244140625,1715.5,1676.13623046875,14328216,ASIANPAINT.NS
2020-08-09,1729.0,1816.9000244140625,1697.5,1806.25,1764.8037109375,11750206,ASIANPAINT.NS
2020-08-16,1810.0,1837.800048828125,1772.0,1802.550048828125,1761.1884765625,9672123,ASIANPAINT.NS
2020-08-23,1820.0,1973.25,1801.8499755859375,1958.0,1913.071533203125,13394699,ASIANPAINT.NS
2020-08-30,1958.0,2016.8499755859375,1940.0,1958.0999755859375,1913.1693115234375,14745379,ASIANPAINT.NS
2020-09-06,1977.0,1997.0,1881.25,1956.3499755859375,1911.45947265625,12238499,ASIANPAINT.NS
2020-09-13,1965.0,2069.949951171875,1948.0999755859375,2035.949951171875,1989.23291015625,15713957,ASIANPAINT.NS
2020-09-20,2050.0,2054.0,1994.1500244140625,2028.4000244140625,1981.8563232421875,11295935,ASIANPAINT.NS
2020-09-27,2036.4000244140625,2057.0,1907.75,1925.5999755859375,1881.4149169921875,11071632,ASIANPAINT.NS
2020-10-04,1938.0,2049.35009765625,1930.0,2040.449951171875,1993.629638671875,7635681,ASIANPAINT.NS
2020-10-11,2040.449951171875,2118.800048828125,2011.0,2050.60009765625,2003.5469970703125,10201278,ASIANPAINT.NS
2020-10-18,2067.89990234375,2124.0,2041.25,2061.199951171875,2013.9034423828125,12352129,ASIANPAINT.NS
2020-10-25,2079.949951171875,2143.85009765625,2056.5,2120.25,2071.598876953125,12437949,ASIANPAINT.NS
2020-11-01,2116.35009765625,2242.85009765625,2070.050048828125,2211.5,2164.053466796875,17211053,ASIANPAINT.NS
2020-11-08,2198.0,2248.0,2146.75,2209.050048828125,2161.65625,10811799,ASIANPAINT.NS
2020-11-15,2249.0,2249.0,2157.300048828125,2184.60009765625,2137.73046875,9291837,ASIANPAINT.NS
2020-11-22,2206.39990234375,2221.89990234375,2156.699951171875,2166.550048828125,2120.06787109375,8382098,ASIANPAINT.NS
2020-11-29,2160.550048828125,2244.60009765625,2117.14990234375,2215.300048828125,2167.77197265625,20923160,ASIANPAINT.NS
2020-12-06,2275.0,2445.0,2206.199951171875,2438.75,2386.427978515625,12666061,ASIANPAINT.NS
2020-12-13,2440.0,2552.0,2427.949951171875,2520.949951171875,2466.864501953125,10420383,ASIANPAINT.NS
2020-12-20,2530.0,2636.0,2502.5,2601.5,2545.6865234375,10637767,ASIANPAINT.NS
2020-12-27,2595.449951171875,2658.0,2496.199951171875,2648.25,2591.43310546875,5858647,ASIANPAINT.NS
2021-01-03,2654.25,2792.0,2629.550048828125,2775.550048828125,2716.001953125,7176773,ASIANPAINT.NS
2021-01-10,2781.10009765625,2849.800048828125,2732.0,2844.699951171875,2783.668212890625,7161732,ASIANPAINT.NS
2021-01-17,2845.0,2873.449951171875,2580.550048828125,2590.89990234375,2535.3134765625,15750947,ASIANPAINT.NS
2021-01-24,2592.0,2816.949951171875,2555.39990234375,2596.64990234375,2540.940185546875,16980576,ASIANPAINT.NS
2021-01-31,2612.85009765625,2631.5,2400.0,2407.35009765625,2355.701416015625,12024632,ASIANPAINT.NS
2021-02-07,2426.60009765625,2520.0,2370.800048828125,2376.75,2325.7578125,13668024,ASIANPAINT.NS
2021-02-14,2394.0,2555.0,2373.39990234375,2486.10009765625,2432.761962890625,18140379,ASIANPAINT.NS
2021-02-21,2495.0,2517.5,2382.0,2416.449951171875,2364.6064453125,12927619,ASIANPAINT.NS
2021-02-28,2428.75,2448.0,2260.0,2277.199951171875,2228.343505859375,13751764,ASIANPAINT.NS
2021-03-07,2300.0,2435.0,2300.0,2387.10009765625,2335.8857421875,10274585,ASIANPAINT.NS
2021-03-14,2383.0,2464.64990234375,2360.050048828125,2401.35009765625,2349.830322265625,5729585,ASIANPAINT.NS
2021-03-21,2402.550048828125,2480.0,2343.050048828125,2411.25,2359.517822265625,12968018,ASIANPAINT.NS
2021-03-28,2390.0,2513.949951171875,2390.0,2505.14990234375,2451.4033203125,12724563,ASIANPAINT.NS
2021-04-04,2539.10009765625,2583.449951171875,2521.5,2551.75,2497.003662109375,5168516,ASIANPAINT.NS
2021-04-11,2558.0,2668.050048828125,2484.5,2630.800048828125,2574.357666015625,8662262,ASIANPAINT.NS
2021-04-18,2578.199951171875,2693.5,2537.0,2663.699951171875,2606.5517578125,6598527,ASIANPAINT.NS
2021-04-25,2650.0,2650.0,2488.0,2517.949951171875,2463.9287109375,6346674,ASIANPAINT.NS
2021-05-02,2530.0,2642.0,2524.050048828125,2536.39990234375,2481.982666015625,5716125,ASIANPAINT.NS
2021-05-09,2510.0,2617.949951171875,2505.60009765625,2551.64990234375,2496.9052734375,6247321,ASIANPAINT.NS
2021-05-16,2589.0,2835.25,2521.300048828125,2774.5,2714.974609375,15324515,ASIANPAINT.NS
2021-05-23,2782.0,2854.0,2747.550048828125,2832.5,2771.730224609375,7222307,ASIANPAINT.NS
2021-05-30,2846.0,2965.0,2808.199951171875,2940.699951171875,2877.608642578125,7920202,ASIANPAINT.NS
2021-06-06,2938.0,2990.0,2877.14990234375,2924.89990234375,2862.1474609375,8269068,ASIANPAINT.NS
2021-06-13,2930.0,2971.60009765625,2903.949951171875,2956.25,2907.145751953125,5128702,ASIANPAINT.NS
2021-06-20,2955.10009765625,3077.800048828125,2916.5,3047.199951171875,2996.5849609375,7696083,ASIANPAINT.NS
2021-06-27,3024.199951171875,3092.85009765625,2975.449951171875,3003.89990234375,2954.004150390625,4701296,ASIANPAINT.NS
2021-07-04,3024.0,3038.85009765625,2973.050048828125,3005.0,2955.0859375,4712728,ASIANPAINT.NS
2021-07-11,3020.0,3069.0,2996.0,3010.60009765625,2960.5927734375,4315311,ASIANPAINT.NS
