Date,Open,High,Low,Close,Adj Close,Volume
2023-10-26,183.5,184.14999389648438,179.89999389648438,180.89999389648438,173.10899353027344,8474867
2023-10-27,181.0,185.8000030517578,180.3000030517578,184.75,176.79319763183594,6422123
2023-10-30,185.0,189.1999969482422,184.60000610351562,188.8000030517578,180.66876220703125,7352638
2023-10-31,189.1999969482422,189.8000030517578,184.1999969482422,186.14999389648438,178.1328887939453,9404675
2023-11-01,186.14999389648438,188.8000030517578,185.0500030517578,186.6999969482422,178.65919494628906,9167869
2023-11-02,187.0,187.64999389648438,185.75,186.1999969482422,178.1807403564453,11471209
2023-11-03,186.64999389648438,190.64999389648438,185.8000030517578,190.0,181.8170928955078,7464912
2023-11-06,190.1999969482422,194.1999969482422,189.5500030517578,193.3000030517578,184.97496032714844,8962124
2023-11-07,193.39999389648438,198.0,192.35000610351562,193.1999969482422,184.8792724609375,13921916
2023-11-08,193.6999969482422,196.5500030517578,192.3000030517578,195.35000610351562,186.93667602539062,10186886
2023-11-09,196.5,196.6999969482422,192.1999969482422,192.6999969482422,184.4008026123047,5303833
2023-11-10,192.6999969482422,196.5,192.6999969482422,195.89999389648438,187.46298217773438,6025889
2023-11-13,195.89999389648438,197.3000030517578,194.10000610351562,195.8000030517578,187.36729431152344,11181086
2023-11-15,198.5,203.0,197.64999389648438,199.5,190.90794372558594,19769385
2023-11-16,202.5,203.39999389648438,201.0,201.8000030517578,193.10888671875,18629240
2023-11-17,200.85000610351562,201.25,195.5500030517578,196.35000610351562,187.89361572265625,13199928
2023-11-20,198.0,198.5,197.0,197.85000610351562,189.32901000976562,6423265
2023-11-21,193.0,193.9499969482422,191.0,191.1999969482422,188.4419708251953,10720353
2023-11-22,191.1999969482422,191.85000610351562,189.75,191.0,188.24485778808594,7538825
2023-11-23,191.0,191.75,189.60000610351562,190.64999389648438,187.89990234375,6541617
2023-11-24,190.85000610351562,191.85000610351562,188.14999389648438,188.85000610351562,186.12588500976562,5751331
2023-11-28,188.85000610351562,194.4499969482422,188.39999389648438,193.9499969482422,191.15231323242188,9277764
2023-11-29,195.5,195.5,191.6999969482422,192.0,189.23043823242188,8791333
2023-11-30,192.64999389648438,195.64999389648438,192.0500030517578,194.9499969482422,192.13787841796875,14965403
2023-12-01,195.25,198.25,194.25,194.5500030517578,191.74365234375,9935740
2023-12-04,196.5,205.89999389648438,196.0500030517578,202.0500030517578,199.13546752929688,28615290
2023-12-05,202.1999969482422,203.9499969482422,199.14999389648438,202.0500030517578,199.13546752929688,14557746
2023-12-06,203.75,203.75,199.10000610351562,201.9499969482422,199.0369110107422,12662213
2023-12-07,200.89999389648438,200.89999389648438,196.0500030517578,198.89999389648438,196.03089904785156,16425880
2023-12-08,199.85000610351562,200.3000030517578,194.10000610351562,195.9499969482422,193.1234588623047,10414387
2023-12-11,197.0500030517578,200.85000610351562,194.25,197.8000030517578,194.94677734375,10108266
2023-12-12,196.9499969482422,197.8000030517578,194.5500030517578,195.39999389648438,192.58139038085938,10719911
2023-12-13,195.39999389648438,195.39999389648438,192.0500030517578,193.14999389648438,190.3638458251953,10892122
2023-12-14,195.89999389648438,196.3000030517578,193.25,195.9499969482422,193.1234588623047,15257294
2023-12-15,197.25,201.9499969482422,196.85000610351562,201.0500030517578,198.14990234375,22863981
2023-12-18,201.0500030517578,201.64999389648438,197.35000610351562,199.0,196.1294708251953,8061011
2023-12-19,202.0,203.5500030517578,199.3000030517578,200.3000030517578,197.4107208251953,16739742
2023-12-20,201.75,212.0,200.9499969482422,203.1999969482422,200.2688751220703,57762576
2023-12-21,203.9499969482422,206.75,201.1999969482422,202.64999389648438,199.726806640625,22823936
2023-12-22,204.0,204.5,201.8000030517578,203.9499969482422,201.008056640625,9910694
2023-12-26,204.5,208.5,203.64999389648438,207.35000610351562,204.35902404785156,17052969
2023-12-27,209.5,209.89999389648438,204.5,205.5500030517578,202.58499145507812,20361303
2023-12-28,206.5,208.89999389648438,205.35000610351562,208.3000030517578,205.29531860351562,22010872
2023-12-29,208.0,208.0,204.25,205.0500030517578,202.09219360351562,12171663
2024-01-01,206.0,207.10000610351562,204.75,205.35000610351562,202.38787841796875,4820168
2024-01-02,205.35000610351562,210.75,203.64999389648438,207.0500030517578,204.0633544921875,21141219
2024-01-03,205.5,210.4499969482422,204.5,208.25,205.24603271484375,11650902
2024-01-04,210.5,215.39999389648438,209.3000030517578,214.64999389648438,211.5537109375,31054419
2024-01-05,215.4499969482422,217.5,213.0500030517578,216.4499969482422,213.32774353027344,20743811
2024-01-08,218.0,220.8000030517578,217.10000610351562,217.9499969482422,214.8061065673828,19310595
2024-01-09,221.0,221.4499969482422,215.9499969482422,216.64999389648438,213.5248565673828,11951525
2024-01-10,215.0,215.0,209.6999969482422,212.10000610351562,209.04051208496094,16500666
2024-01-11,214.0,214.0,210.85000610351562,211.85000610351562,208.7941131591797,12586419
