Date,Open,High,Low,Close,Adj Close,Volume
2024-01-12,213.8000030517578,224.75,212.35000610351562,223.39999389648438,220.177490234375,39228118
2024-01-15,228.5,235.4499969482422,224.64999389648438,233.5,230.13180541992188,57884916
2024-01-16,234.9499969482422,238.9499969482422,231.10000610351562,235.10000610351562,231.708740234375,34505065
2024-01-17,232.1999969482422,237.25,230.6999969482422,232.0500030517578,228.70272827148438,26010955
2024-01-18,230.0500030517578,234.5,224.64999389648438,233.5500030517578,230.18109130859375,19232183
2024-01-19,236.0,242.5500030517578,235.0,242.0500030517578,238.55848693847656,26391844
2024-01-23,245.0,245.64999389648438,228.0,229.89999389648438,226.58372497558594,20282617
2024-01-24,231.0,235.0,228.10000610351562,234.35000610351562,230.9695587158203,14458601
2024-01-25,235.0,237.5,232.8000030517578,234.0500030517578,230.6738739013672,18291957
2024-01-29,241.0,254.9499969482422,239.10000610351562,252.5,248.8577423095703,54127939
2024-01-30,256.5,263.29998779296875,248.64999389648438,249.1999969482422,245.60533142089844,51491099
2024-01-31,250.4499969482422,254.35000610351562,246.3000030517578,252.25,248.61134338378906,33293192
2024-02-01,254.64999389648438,254.64999389648438,245.4499969482422,247.64999389648438,244.07769775390625,29758133
2024-02-02,250.0,260.0,249.0,257.25,253.53921508789062,30482663
2024-02-05,260.04998779296875,268.04998779296875,255.10000610351562,262.95001220703125,259.1570129394531,34001868
